Approved symbol,Approved name,Accession numbers,UniProt ID,ENTREZ ID,Ensembl ID
RP11-394I13.3,,,,,
PRR13P4,proline rich 13 pseudogene 4,,,100288008,ENSG00000264971
RP11-42L13.3,,,,,
yedI,,,,,
KLHL6-AS1,KLHL6 antisense RNA 1,,,,ENSG00000242522
DUX4L29,double homeobox 4 like 29 (pseudogene),,,,ENSG00000237635
RNU6-700P,"RNA, U6 small nuclear 700, pseudogene",,,106480398,ENSG00000212345
MSL2,MSL complex subunit 2,AK001408,Q9HCI7,55167,ENSG00000174579
AC090954.5,,,,,
MIR6828,microRNA 6828,,,102465497,
RPS19P4,ribosomal protein S19 pseudogene 4,,,100132049,
RN7SL520P,"RNA, 7SL, cytoplasmic 520, pseudogene",,,106481065,ENSG00000240199
RP11-454H13.1,,,,,
RP11-368I7.4,,,,,
RP11-578F21.9,,,,,
SWP1,,,,,
yhiP,,,,,
C15orf27,,,,,
RP11-10A14.7,,,,,
AC061975.8,,,,,
ASI3,,,,,
RP11-21L1.1,,,,,
hhp1,,,,,
KRTAP20-4,keratin associated protein 20-4,,Q3LI62,100151643,ENSG00000206105
RP5-1031D4.2,,,,,
ANKRD36B,ankyrin repeat domain 36B,AK024934,Q8N2N9,57730,ENSG00000196912
PCDHGB9P,"protocadherin gamma subfamily B, 9 pseudogene",AY013877,,84055,ENSG00000276545
LOC391003,,,,,
CT83,cancer/testis antigen 83,BC062223,Q5H943,203413,ENSG00000204019
CTD-3073N11.5,,,,,
PRE7,,,,,
SPCC622.01c,,,,,
BSNDP3,barttin CLCNK type accessory beta subunit pseudogene 3,,,,ENSG00000277508
HERC2P10,hect domain and RLD 2 pseudogene 10,,,390561,ENSG00000259845
RP11-16K12.1,,,,,
0,,,,,
RP11-76E17.4,,,,,
RP11-21I4.2,,,,,
RPS28A,,,,,
ftp105,,,,,
RN7SKP25,"RNA, 7SK small nuclear pseudogene 25",,,106480364,ENSG00000199319
SNRPGP16,small nuclear ribonucleoprotein polypeptide G pseudogene 16,,,,ENSG00000255287
RPS20P7,ribosomal protein S20 pseudogene 7,,,100270901,
VN1R26P,vomeronasal 1 receptor 26 pseudogene,,,100312783,
LUM,lumican,BT006707,P51884,4060,ENSG00000139329
TENM2,teneurin transmembrane protein 2,AB032953,Q9NT68,57451,ENSG00000145934
PSMC1P11,"proteasome 26S subunit, ATPase 1 pseudogene 11",,,442153,ENSG00000217385
MFRP,membrane frizzled-related protein,AB055505,Q9BY79,83552,ENSG00000235718
murC,,,,,
CYP4F33P,"cytochrome P450 family 4 subfamily F member 33, pseudogene",,,,ENSG00000259898
FSHB,follicle stimulating hormone subunit beta,,P01225,2488,ENSG00000131808
CTB-79E8.2,,,,,
SPTLC2,serine palmitoyltransferase long chain base subunit 2,AB011098,O15270,9517,ENSG00000100596
RARRES2P3,retinoic acid receptor responder 2 pseudogene 3,,,,ENSG00000231913
SUCLG1,succinate-CoA ligase alpha subunit,Z68204,P53597,8802,ENSG00000163541
U3.2,,,,,
cxr1,,,,,
RP11-335O13.7,,,,,
PPM1,,,,,
ASIC1,acid sensing ion channel subunit 1,U78181,P78348,41,ENSG00000110881
HMI1,,,,,
BCL2L13,BCL2 like 13,AF146568,Q9BXK5,23786,ENSG00000099968
RP11-5P18.5,,,,,
AC015820.1,,,,,
ATP2C2,ATPase secretory pathway Ca2+ transporting 2,AK091051,O75185,9914,ENSG00000064270
ycjD,,,,,
AC007163.6,,,,,
TUBBP9,tubulin beta class I pseudogene 9,,,442210,ENSG00000220586
WDR24,WD repeat domain 24,AL136863,Q96S15,84219,ENSG00000127580
ENOSF1,enolase superfamily member 1,X67098,Q7L5Y1,55556,ENSG00000132199
MOB1AP1,MOB kinase activator 1A pseudogene 1,,,,ENSG00000228241
RN7SL51P,"RNA, 7SL, cytoplasmic 51, pseudogene",,,106480936,ENSG00000239958
YMR122W-A,,,,,
SKP1P2,S-phase kinase associated protein 1 pseudogene 2,,,728622,
PPARGC1A,PPARG coactivator 1 alpha,AF106698,Q9UBK2,10891,ENSG00000109819
HOXA11,homeobox A11,,P31270,3207,ENSG00000005073
RNA5SP133,"RNA, 5S ribosomal pseudogene 133",,,100873402,ENSG00000200238
LINC02497,long intergenic non-protein coding RNA 2497,,,102723778,ENSG00000251182
yahL,,,,,
ACTG1P21,actin gamma 1 pseudogene 21,,,100131291,ENSG00000232672
OR51K1P,olfactory receptor family 51 subfamily K member 1 pseudogene,,,81278,ENSG00000248424
ZSCAN5DP,zinc finger and SCAN domain containing 5D pseudogene,,P0CG00,646698,ENSG00000267908
AURKAP2,aurora kinase A pseudogene 2,,,386665,ENSG00000230165
SERINC2,serine incorporator 2,AY094595,Q96SA4,347735,ENSG00000168528
RP11-803A13.1,,,,,
KCNH3,potassium voltage-gated channel subfamily H member 3,AB022696,Q9ULD8,23416,ENSG00000135519
RNU4-6P,"RNA, U4 small nuclear 6, pseudogene",X02654,,26838,ENSG00000222736
CTSE,cathepsin E,BC042537,P14091,1510,ENSG00000196188
Y_RNA.739,,,,,
SOL4,,,,,
AF146191.8,,,,,
PPIAP25,peptidylprolyl isomerase A pseudogene 25,,,647085,ENSG00000229303
mltC,,,,,
RN7SL268P,"RNA, 7SL, cytoplasmic 268, pseudogene",,,106479319,ENSG00000244425
GTPBP1,GTP binding protein 1,U87964,O00178,9567,ENSG00000100226
RPS3,ribosomal protein S3,,P23396,6188,ENSG00000149273
HIGD2B,HIG1 hypoxia inducible domain family member 2B,BC040890,Q4VC39,123346,ENSG00000175202
TGM6,transglutaminase 6,AF540970,O95932,343641,ENSG00000166948
RP11-154H23.3,,,,,
NEFH,neurofilament heavy,,P12036,4744,ENSG00000100285
SDO1,,,,,
NOS2P4,nitric oxide synthase 2 pseudogene 4,,,266619,ENSG00000264892
GATD3A,glutamine amidotransferase like class 1 domain containing 3A,Y07572,P0DPI2,8209,ENSG00000160221
RP11-333O1.1,,,,,
RP1-15D23.2,,,,,
MIR654,microRNA 654,,,724024,ENSG00000207934
FCSK,fucose kinase,,Q8N0W3,197258,ENSG00000157353
yihO,,,,,
DIPK1C,divergent protein kinase domain 1C,BC019628,Q0P6D2,125704,ENSG00000187773
RP11-124N3.3,,,,,
OR8R1P,olfactory receptor family 8 subfamily R member 1 pseudogene,AP002351,,81162,ENSG00000256347
yodC,,,,,
MSA1,,,,,
RP11-157F20.3,,,,,
SCYGR9,small cysteine and glycine repeat containing 9 (gene/pseudogene),,,,
prp28,,,,,
LINC02181,long intergenic non-protein coding RNA 2181,,,440390,ENSG00000232190
SNORD112.1,,,,,
SNORD56.5,,,,,
ZFP64P1,ZFP64 zinc finger protein pseudogene 1,,,319123,ENSG00000258491
DHRSX.1,,,,,
NAT3,,,,,
IFNG,interferon gamma,,P01579,3458,ENSG00000111537
SF3B2,splicing factor 3b subunit 2,U41371,Q13435,10992,ENSG00000087365
ISPD-AS1,,,,,
RP11-823P9.3,,,,,
GNB3,G protein subunit beta 3,,P16520,2784,ENSG00000111664
VILL,villin like,,O15195,50853,ENSG00000136059
NRARP,NOTCH regulated ankyrin repeat protein,,Q7Z6K4,441478,ENSG00000198435
LINC00266-3,long intergenic non-protein coding RNA 266-3,,,441123,ENSG00000170590
RN7SL805P,,,,,
YJR107W,,,,,
MIR4263,microRNA 4263,,,100422965,
TRIM51GP,"tripartite motif-containing 51G, pseudogene",,,120824,ENSG00000220948
LINS,,,,,
aceF,,,,,
BTF3P11,basic transcription factor 3 pseudogene 11,M90354,,690,ENSG00000118903
RNF150,ring finger protein 150,AB033040,Q9ULK6,57484,ENSG00000170153
SNORA70.10,,,,,
ZNF362,zinc finger protein 362,,Q5T0B9,149076,ENSG00000160094
SNORD3H,"small nucleolar RNA, C/D box 3H",,,109617016,
ORMDL3,ORMDL sphingolipid biosynthesis regulator 3,,Q8N138,94103,ENSG00000172057
DNAJC19P1,DnaJ heat shock protein family (Hsp40) member C19 pseudogene 1,,,100129853,ENSG00000237141
cft1,,,,,
DPPA5P3,developmental pluripotency associated 5 pseudogene 3,,,100528006,
RNU7-1,"RNA, U7 small nuclear 1",,,100147744,ENSG00000238923
EPHB6,EPH receptor B6,D83492,O15197,2051,ENSG00000106123
ZNF469,zinc finger protein 469,AB058761,Q96JG9,84627,ENSG00000225614
yjcD,,,,,
CTC-425O23.2,,,,,
AC092048.1,,,,,
RP11-304F15.5,,,,,
YRDC,yrdC N6-threonylcarbamoyltransferase domain containing,,Q86U90,79693,ENSG00000196449
AL603650.2,,,,,
RP11-113K21.3,,,,,
RP11-215C7.3,,,,,
RP11-80F22.15,,,,,
MIR3163,microRNA 3163,,,100423029,
AC007403.3,,,,,
CNOT7,CCR4-NOT transcription complex subunit 7,L46722,Q9UIV1,29883,ENSG00000198791
RNU6-545P,"RNA, U6 small nuclear 545, pseudogene",,,106479808,ENSG00000199551
BX470187.1,,,,,
SLBP,stem-loop binding protein,Z71188,Q14493,7884,ENSG00000163950
MED14,mediator complex subunit 14,AB006651,O60244,9282,ENSG00000180182
C2orf83,chromosome 2 open reading frame 83,,Q53S99,56918,ENSG00000042304
ELOCP21,elongin C pseudogene 21,,,,ENSG00000226186
INTS6P1,integrator complex subunit 6 pseudogene 1,,,285634,ENSG00000250492
MTND1P18,MT-ND1 pseudogene 18,,,100873338,ENSG00000225276
SSB1,,,,,
SKA3,spindle and kinetochore associated complex subunit 3,AF361358,Q8IX90,221150,ENSG00000165480
ACAD8,acyl-CoA dehydrogenase family member 8,AF126245,Q9UKU7,27034,ENSG00000151498
LINC01132,long intergenic non-protein coding RNA 1132,AK125357,,100506810,ENSG00000227630
TSFM,"Ts translation elongation factor, mitochondrial",L37936,P43897,10102,ENSG00000123297
U8.21,,,,,
ARRDC4,arrestin domain containing 4,BC028704,Q8NCT1,91947,ENSG00000140450
CTD-2195M15.1,,,,,
RP4-668E10.2,,,,,
Y_RNA.109,,,,,
ERVE-4,endogenous retrovirus group E member 4,"EU137846, JQ733905",,100616105,
PABPC1L2B,poly(A) binding protein cytoplasmic 1 like 2B,,Q5JQF8,645974,ENSG00000184388
CTC-329D1.3,,,,,
INP54,,,,,
CHD4,chromodomain helicase DNA binding protein 4,X86691,Q14839,1108,ENSG00000111642
RP11-143K11.5,,,,,
OPA3,OPA3 outer mitochondrial membrane lipid metabolism regulator,AK025840,Q9H6K4,80207,ENSG00000125741
VN1R99P,vomeronasal 1 receptor 99 pseudogene,,,100312842,
MTND2P7,MT-ND2 pseudogene 7,,,100873179,ENSG00000253970
USF1P1,upstream transcription factor 1 pseudogene 1,,,100151645,ENSG00000226501
AC099339.1,,,,,
CNNM4,cyclin and CBS domain divalent metal cation transport mediator 4,AB046812,Q6P4Q7,26504,ENSG00000158158
EUG1,,,,,
OFD1P6Y,OFD1 pseudogene 6 Y-linked,,,386690,ENSG00000242153
rad17,,,,,
OFC1,orofacial cleft 1,,,,
ZNF570,zinc finger protein 570,AK055353,Q96NI8,148268,ENSG00000171827
TRN-GTT11-2,tRNA-Asn (GTT) 11-2,HG983647,,100189257,
LPPR2,,,,,
YNL144C,,,,,
ERV3-1,"endogenous retrovirus group 3 member 1, envelope",AK295189,Q14264,2086,ENSG00000213462
LINC02187,long intergenic non-protein coding RNA 2187,,,102724940,ENSG00000263082
APOOP1,apolipoprotein O pseudogene 1,,,100286948,ENSG00000270560
RPL3,ribosomal protein L3,AB007166,P39023,6122,ENSG00000100316
RP5-991O23.1,,,,,
MIR3713,microRNA 3713,,,100500855,ENSG00000266449
ycbJ,,,,,
RNA5SP411,"RNA, 5S ribosomal pseudogene 411",,,100887740,ENSG00000276599
CTD-2561B21.3,,,,,
LYS1,,,,,
RP13-644M16.4,,,,,
LINC02677,long intergenic non-protein coding RNA 2677,,,102723629,ENSG00000228951
CTD-2162K18.3,,,,,
OSBP,oxysterol binding protein,AF185696,P22059,5007,ENSG00000110048
CTD-2286N8.2,,,,,
RHPN1-AS1,RHPN1 antisense RNA 1 (head to head),,Q9BWJ2,78998,ENSG00000254389
GS1-388B5.8,,,,,
LOC643923,,,,,
rpa12,,,,,
RPS20P5,ribosomal protein S20 pseudogene 5,,,100270899,ENSG00000236888
TBC1D2B,TBC1 domain family member 2B,AB028978,Q9UPU7,23102,ENSG00000167202
red5,,,,,
C17orf97,chromosome 17 open reading frame 97,"AK128660, BC057385",Q6ZQX7,400566,ENSG00000187624
RNU1-30P,"RNA, U1 small nuclear 30, pseudogene",,,106480662,ENSG00000272020
RP11-811I15.1,,,,,
RNU1-48P,"RNA, U1 small nuclear 48, pseudogene",,,107080628,ENSG00000252209
RNU6-204P,"RNA, U6 small nuclear 204, pseudogene",,,106481241,ENSG00000199335
RP11-297L17.6,,,,,
RP11-75L1.6,,,,,
FRAXD,"fragile site, aphidicolin type, common, fra(X)(q27.2) D",,,,
GPR108,G protein-coupled receptor 108,,Q9NPR9,56927,ENSG00000125734
lsg1,,,,,
PRKACG,protein kinase cAMP-activated catalytic subunit gamma,M34182,P22612,5568,ENSG00000165059
Z84721.4,,,,,
RP11-452G18.2,,,,,
RP5-994D16.3,,,,,
RN7SL453P,"RNA, 7SL, cytoplasmic 453, pseudogene",,,106481046,ENSG00000276544
RP11-654G14.1,,,,,
RP11-548H18.2,,,,,
HDAC11,histone deacetylase 11,AK025426,Q96DB2,79885,ENSG00000163517
yibL,,,,,
ZFYVE9,zinc finger FYVE-type containing 9,AF104304,O95405,9372,ENSG00000157077
RPUSD2,RNA pseudouridine synthase domain containing 2,AK055971,Q8IZ73,27079,ENSG00000166133
MMT1,,,,,
MIR1260B,microRNA 1260b,,,100422991,
PRKRAP1,protein activator of interferon induced protein kinase EIF2AK2 pseudogene 1,,,731716,
GHc-362H12.3,,,,,
NMRAL1,NmrA like redox sensor 1,AF225419,Q9HBL8,57407,ENSG00000153406
PPP1R3D,protein phosphatase 1 regulatory subunit 3D,Y18206,O95685,5509,ENSG00000132825
RPS28P8,ribosomal protein S28 pseudogene 8,,,100271381,ENSG00000226093
TNKS2-AS1,TNKS2 antisense RNA 1 (head to head),AA776692,,100507633,ENSG00000228701
TMEM150C,transmembrane protein 150C,BC147027,B9EJG8,441027,ENSG00000249242
CCDC15-DT,CCDC15 divergent transcript,,,105369547,ENSG00000285825
CPOX,coproporphyrinogen oxidase,BC017210,P36551,1371,ENSG00000080819
FLRT1,fibronectin leucine rich transmembrane protein 1,AF169675,Q9NZU1,23769,
ARAF,"A-Raf proto-oncogene, serine/threonine kinase",X04790,P10398,369,ENSG00000078061
B3GNT1,,,,,
GCD11,,,,,
GCSAML-AS1,GCSAML antisense RNA 1,,,148824,
SEMA3G,semaphorin 3G,,Q9NS98,56920,ENSG00000010319
AC009531.2,,,,,
RP11-274B18.3,,,,,
rpoA,,,,,
CCDC163P,,,,,
RP11-509J21.4,,,,,
RP11-806L2.5,,,,,
exo70,,,,,
rzpD,,,,,
RN7SKP197,"RNA, 7SK small nuclear pseudogene 197",,,106480894,ENSG00000252886
GATA3,GATA binding protein 3,X55122,P23771,2625,ENSG00000107485
RBM23,RNA binding motif protein 23,AF275678,Q86U06,55147,ENSG00000100461
TRPV1,transient receptor potential cation channel subfamily V member 1,AJ272063,Q8NER1,7442,ENSG00000196689
MRPL37P1,mitochondrial ribosomal protein L37 pseudogene 1,,,100420950,ENSG00000266946
CYT2,,,,,
AC019349.5,,,,,
LINC01788,long intergenic non-protein coding RNA 1788,,,101927244,ENSG00000229051
nrfD,,,,,
SNORA40B,"small nucleolar RNA, H/ACA box 40B",,,109616967,
AC092958.1,,,,,
RP11-805I24.1,,,,,
TRN-GTT18-1,transfer RNA-Asn (GTT) 18-1,HG983658,,,
FAM157B,family with sequence similarity 157 member B,,P0CG42,100132403,ENSG00000233013
LINC00570,long intergenic non-protein coding RNA 570,"BX102688, AI493106",,,ENSG00000224177
MIR8069-2,microRNA 8069-2,,,103504736,
GOLGA6L17P,"golgin A6 family like 17, pseudogene",,,642402,ENSG00000277741
PHLDA2,pleckstrin homology like domain family A member 2,AF035444,Q53GA4,7262,ENSG00000181649
CTD-2319I12.5,,,,,
PDE2A,phosphodiesterase 2A,U67733,O00408,5138,ENSG00000186642
RPL19P16,ribosomal protein L19 pseudogene 16,,,646255,ENSG00000236762
TNRC18,trinucleotide repeat containing 18,U80753,O15417,84629,ENSG00000182095
SDC2,syndecan 2,BC030133,P34741,6383,ENSG00000169439
SPBC1683.02,,,,,
artQ,,,,,
AC002310.7,,,,,
SPBC725.05c,,,,,
NDUFAF4P1,NADH:ubiquinone oxidoreductase complex assembly factor 4 pseudogene 1,,,100306975,ENSG00000259467
TRA-CGC5-1,tRNA-Ala (CGC) 5-1,HG983582,,100189395,
UBE2CP1,ubiquitin conjugating enzyme E2 C pseudogene 1,,,326105,ENSG00000258648
yjaH,,,,,
SPBC6B1.03c,,,,,
AL139319.1,,,,,
PPX1,,,,,
IARS2P1,IARS2 pseudogene 1,,,642461,ENSG00000251563
MIR3180-2.1,,,,,
SNORA31.5,,,,,
LCE2A,late cornified envelope 2A,,Q5TA79,353139,ENSG00000187173
POM121L7P,POM121 transmembrane nucleoporin like 7 pseudogene,,,728418,ENSG00000239511
RNU6-1277P,"RNA, U6 small nuclear 1277, pseudogene",,,106480123,ENSG00000201431
MMM1,,,,,
RNA5S7,"RNA, 5S ribosomal 7",,,100169758,ENSG00000202521
SMIM22,small integral membrane protein 22,,K7EJ46,440335,ENSG00000267795
lsrD,,,,,
NKG2-E,,,,,
FAM83H-AS1,FAM83H antisense RNA 1 (head to head),,,100128338,
CAP1P1,CAP1 pseudogene 1,,,401076,
MAFA,MAF bZIP transcription factor A,AY083269,Q8NHW3,389692,ENSG00000182759
rffT,,,,,
AP001024.2,,,,,
ART5,ADP-ribosyltransferase 5,Y16835,Q96L15,116969,ENSG00000167311
TMEM125,transmembrane protein 125,BC016858,Q96AQ2,128218,ENSG00000179178
RP1-39J2.1,,,,,
RP11-292E2.2,,,,,
TRM5,,,,,
RP11-147K6.2,,,,,
ruvB,,,,,
RP11-359D24.1,,,,,
CTD-2540L5.5,,,,,
RP1-257A7.4,,,,,
RP11-758M4.4,,,,,
MDM12,,,,,
RP11-932O9.8,,,,,
speG,,,,,
LEXM,lymphocyte expansion molecule,AK097520,Q3ZCV2,163747,ENSG00000162398
RNA5SP114,"RNA, 5S ribosomal pseudogene 114",,,100873384,ENSG00000200650
SMPD5,sphingomyelin phosphodiesterase 5,,,392275,ENSG00000204791
BSND,barttin CLCNK type accessory beta subunit,AY034632,Q8WZ55,7809,ENSG00000162399
DCAF13P3,DDB1 and CUL4 associated factor 13 pseudogene 3,,,100132724,ENSG00000259378
RN7SL323P,"RNA, 7SL, cytoplasmic 323, pseudogene",,,106479341,ENSG00000241997
DCG1,,,,,
LRP1,LDL receptor related protein 1,X13916,Q07954,4035,ENSG00000123384
CYP3A4,cytochrome P450 family 3 subfamily A member 4,AF280107,P08684,1576,ENSG00000160868
IES6,,,,,
GDPD2,glycerophosphodiester phosphodiesterase domain containing 2,AK000214,Q9HCC8,54857,ENSG00000130055
BMIQ6,body mass index QTL 6,,,,
YIL102C,,,,,
rpb11,,,,,
RP11-247L20.3,,,,,
FOCAD-AS1,FOCAD antisense RNA 1,"AI288976, AW363020",,101929548,ENSG00000227071
RP11-1281K21.2,,,,,
adiY,,,,,
PHO89,,,,,
ARC18,,,,,
wtf6,,,,,
MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,AF096300,O95819,9448,ENSG00000071054
SPAC27E2.02,,,,,
SPBC660.05,,,,,
CBX3P2,chromobox 3 pseudogene 2,,,645158,
HDLCQ1,high density lipoprotein cholesterol level QTL 1,,,192144,
RPC40,,,,,
AC139712.2,,,,,
RTP4,receptor transporter protein 4,BC013161,Q96DX8,64108,ENSG00000136514
UBE2Q2P1,ubiquitin conjugating enzyme E2 Q2 pseudogene 1,,,388165,ENSG00000189136
RP11-67L3.5,,,,,
yiaG,,,,,
RNU6-1329P,"RNA, U6 small nuclear 1329, pseudogene",,,106481600,ENSG00000202534
AC090186.1,,,,,
POU5F1P3,POU class 5 homeobox 1 pseudogene 3,AF268617,,642559,ENSG00000235602
ARHGEF35,Rho guanine nucleotide exchange factor 35,AK125680,A5YM69,445328,ENSG00000213214
SPAC4D7.06c,,,,,
RNA5SP257,"RNA, 5S ribosomal pseudogene 257",,,100873511,ENSG00000274467
CTD-2215E18.1,,,,,
YAR010C,,,,,
WI2-80269A6.1,,,,,
RP11-429O2.1,,,,,
BCO2,beta-carotene oxygenase 2,AJ290393,Q9BYV7,83875,ENSG00000197580
IGKV1D-39,immunoglobulin kappa variable 1D-39,X59312,P04432,28893,ENSG00000251546
RP11-144A16.1,,,,,
AL590285.1,,,,,
Y_RNA.614,,,,,
TNXA,tenascin XA (pseudogene),AF077974,Q16473,7146,ENSG00000248290
MICD,MHC class I polypeptide-related sequence D (pseudogene),,,4279,ENSG00000229390
NAV2-AS3,NAV2 antisense RNA 3,,,,ENSG00000254542
CASP3,caspase 3,BC016926,P42574,836,ENSG00000164305
EHD3,EH domain containing 3,AF181264,Q9NZN3,30845,ENSG00000013016
UQCRC1,ubiquinol-cytochrome c reductase core protein 1,BC009586,P31930,7384,ENSG00000010256
AL512359.1,,,,,
SIS2,,,,,
SPBC1921.04c,,,,,
RP11-134E15.1,,,,,
bfr2,,,,,
AC011738.1,,,,,
LINC02162,long intergenic non-protein coding RNA 2162,,,105374624,ENSG00000249830
FIBCD1,fibrinogen C domain containing 1,AK027716,Q8N539,84929,ENSG00000130720
SPRY3.1,,,,,
Y_RNA.421,,,,,
UBE2R2,ubiquitin conjugating enzyme E2 R2,AK000426,Q712K3,54926,ENSG00000107341
AC092786.1,,,,,
RPL39P7,ribosomal protein L39 pseudogene 7,,,100270892,
NPHS2,"NPHS2 stomatin family member, podocin",AJ279254,Q9NP85,7827,ENSG00000116218
RNU6-624P,"RNA, U6 small nuclear 624, pseudogene",,,106479842,ENSG00000200281
RP11-383G10.1,,,,,
RP11-91I20.2,,,,,
SFP1,,,,,
RP11-400F19.6,,,,,
RP11-713N11.4,,,,,
RPS26,ribosomal protein S26,AB007160,P62854,6231,ENSG00000197728
LAMA2,laminin subunit alpha 2,Z26653,P24043,3908,ENSG00000196569
AL441988.1,,,,,
CTC-293G12.1,,,,,
FBXL2,F-box and leucine rich repeat protein 2,AF174589,Q9UKC9,25827,ENSG00000153558
erf2,,,,,
BX255923.1,,,,,
RP11-724N1.1,,,,,
HERC2P2,hect domain and RLD 2 pseudogene 2,AF041080,,400322,ENSG00000276550
OR7A17,olfactory receptor family 7 subfamily A member 17,X64993,O14581,26333,
TUBGCP4,tubulin gamma complex associated protein 4,AJ249677,Q9UGJ1,27229,ENSG00000137822
NADK2-AS1,NADK2 antisense RNA 1,BC033402,,,ENSG00000245711
SLC34A2,solute carrier family 34 member 2,AF111856,O95436,10568,ENSG00000157765
TUBB4AP1,tubulin beta 4A class IVa pseudogene 1,,,402422,ENSG00000228466
BX664726.3,,,,,
CR383657.1,,,,,
Y_RNA.323,,,,,
Y_RNA.611,,,,,
AC006116.14,,,,,
OSBPL8,oxysterol binding protein like 8,AF392452,Q9BZF1,114882,
RP11-492E3.2,,,,,
cwf22,,,,,
SPAC25B8.07c,,,,,
TBC1D5,TBC1 domain family member 5,D86965,Q92609,9779,ENSG00000131374
RP13-395E19.4,,,,,
RNU6-570P,"RNA, U6 small nuclear 570, pseudogene",,,106481361,ENSG00000252860
TRIM60P3Y,"tripartite motif containing 60 pseudogene 3, Y-linked",,,,ENSG00000227830
SSB,small RNA binding exonuclease protection factor La,,P05455,6741,ENSG00000138385
tom7,,,,,
RN7SL194P,,,,,
MIR3944,microRNA 3944,,,100500911,
DNAJA1P4,DnaJ heat shock protein family (Hsp40) member A1 pseudogene 4,,,728614,ENSG00000218089
RP11-15H20.6,,,,,
RP11-697H9.5,,,,,
RP11-506N2.1,,,,,
RP11-598O12.1,,,,,
WDR41,WD repeat domain 41,AF115511,Q9HAD4,55255,ENSG00000164253
ZBTB2,zinc finger and BTB domain containing 2,BC020172,Q8N680,57621,ENSG00000181472
MIRLET7C,microRNA let-7c,,,406885,ENSG00000199030
MMP25,matrix metallopeptidase 25,AF145442,Q9NPA2,64386,
SRGAP1,SLIT-ROBO Rho GTPase activating protein 1,AB037725,Q7Z6B7,57522,ENSG00000196935
YY1P1,YY1 transcription factor pseudogene 1,,,100419963,ENSG00000230661
SLC35F4,solute carrier family 35 member F4,,A4IF30,341880,ENSG00000151812
rimM,,,,,
CHRNA6,cholinergic receptor nicotinic alpha 6 subunit,U62435,Q15825,8973,ENSG00000147434
IGHV7-27,immunoglobulin heavy variable 7-27 (pseudogene),M99643,,28383,ENSG00000254326
RPS10P11,ribosomal protein S10 pseudogene 11,,,391833,
STK33,serine/threonine kinase 33,AJ303380,Q9BYT3,65975,ENSG00000130413
ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit",,P18074,2068,ENSG00000104884
TNRC17,trinucleotide repeat containing 17,U80752,,27321,
AC006946.12,,,,,
LINC01441,long intergenic non-protein coding RNA 1441,,,101927796,ENSG00000224008
SNORD52,"small nucleolar RNA, C/D box 52",X96651,,26797,ENSG00000201754
RP5-1039K5.18,,,,,
AIM17,,,,,
BORCS8,BLOC-1 related complex subunit 8,,Q96FH0,729991,ENSG00000254901
CRISP3,cysteine rich secretory protein 3,X94323,P54108,10321,ENSG00000096006
RPS7P12,ribosomal protein S7 pseudogene 12,,,100270914,ENSG00000237432
RP11-701I24.3,,,,,
KLK1,kallikrein 1,L10038,P06870,3816,ENSG00000167748
C19orf60,,,,,
RP11-79E3.3,,,,,
ymfE,,,,,
CSH1,chorionic somatomammotropin hormone 1,J00118,P0DML2,1442,ENSG00000136488
RN7SL347P,,,,,
SQS1,,,,,
C19orf82,,,,,
TAF13P1,TATA-box binding protein associated factor 13 pseudogene 1,AL049697,,246112,
RN7SL73P,"RNA, 7SL, cytoplasmic 73, pseudogene",,,106479250,ENSG00000265882
RP11-290H9.4,,,,,
yeiS,,,,,
AC007091.1,,,,,
DEFB106B,defensin beta 106B,,Q8N104,503841,ENSG00000187082
CTD-2144E22.5,,,,,
RP11-306K13.1,,,,,
SNED1,"sushi, nidogen and EGF like domains 1",AK074062,Q8TER0,25992,ENSG00000162804
RIOX2,ribosomal oxygenase 2,AB083189,Q8IUF8,84864,ENSG00000170854
RP11-324F21.1,,,,,
RP11-467L20.10,,,,,
RP11-881L2.1,,,,,
PTPLAD2,,,,,
RNA5SP348,"RNA, 5S ribosomal pseudogene 348",,,100873610,
CTD-3099C6.9,,,,,
ATG21,,,,,
L29074.3,,,,,
SELENOF,selenoprotein F,,O60613,9403,ENSG00000183291
Y_RNA.81,,,,,
PNMAL2,,,,,
pvg3,,,,,
RN7SKP291,"RNA, 7SK small nuclear pseudogene 291",,,106480922,ENSG00000199831
PLAC8L1,PLAC8 like 1,,A1L4L8,153770,ENSG00000173261
LL22NC03-13G6.2,,,,,
RPL12P9,ribosomal protein L12 pseudogene 9,AF129075,,654376,ENSG00000232687
Y_RNA.472,,,,,
MLXIP,MLX interacting protein,AB020674,Q9HAP2,22877,
Y_RNA.11,,,,,
KCNH1,potassium voltage-gated channel subfamily H member 1,AJ001366,O95259,3756,ENSG00000143473
RP11-6O2.4,,,,,
RP11-1105G2.3,,,,,
CD34,CD34 molecule,M81104,P28906,947,ENSG00000174059
YER084W,,,,,
SDHAF2,succinate dehydrogenase complex assembly factor 2,AK000494,Q9NX18,54949,ENSG00000167985
RNA5SP81,,,,,
RN7SL489P,"RNA, 7SL, cytoplasmic 489, pseudogene",,,106481056,ENSG00000277295
